Towhees and Sparrows (Passerellidae),Five-striped Sparrow,Bruant pentaligne,Amphispizopsis quinquestriata,FSSP,3
Towhees and Sparrows (Passerellidae),Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,BTSP,1
Towhees and Sparrows (Passerellidae),Lark Sparrow,Bruant à joues marron,Chondestes grammacus,LASP,1
Towhees and Sparrows (Passerellidae),Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,LARB,1
Towhees and Sparrows (Passerellidae),Chipping Sparrow,Bruant familier,Spizella passerina,CHSP,1
Towhees and Sparrows (Passerellidae),Clay-colored Sparrow,Bruant des plaines,Spizella pallida,CCSP,1
Towhees and Sparrows (Passerellidae),Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,BCSP,1
Towhees and Sparrows (Passerellidae),Field Sparrow,Bruant des champs,Spizella pusilla,FISP,1
Towhees and Sparrows (Passerellidae),Brewer's Sparrow,Bruant de Brewer,Spizella breweri,BRSP,1
Towhees and Sparrows (Passerellidae),Worthen's Sparrow,Bruant de Worthen,Spizella wortheni,WOSP,5
Towhees and Sparrows (Passerellidae),Fox Sparrow,Bruant fauve,Passerella iliaca,FOSP,1
Towhees and Sparrows (Passerellidae),American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,ATSP,1
Towhees and Sparrows (Passerellidae),Dark-eyed Junco,Junco ardoisé,Junco hyemalis,DEJU,1
Towhees and Sparrows (Passerellidae),Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,YEJU,2
Towhees and Sparrows (Passerellidae),White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,WCSP,1
Towhees and Sparrows (Passerellidae),Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,GCSP,1
Towhees and Sparrows (Passerellidae),Harris's Sparrow,Bruant à face noire,Zonotrichia querula,HASP,1
Towhees and Sparrows (Passerellidae),White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,WTSP,1
Towhees and Sparrows (Passerellidae),Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,SABS,1
Towhees and Sparrows (Passerellidae),Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,BESP,1
Towhees and Sparrows (Passerellidae),Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,VESP,1
Towhees and Sparrows (Passerellidae),LeConte's Sparrow,Bruant de LeConte,Ammospiza leconteii,LCSP,1
Towhees and Sparrows (Passerellidae),Seaside Sparrow,Bruant maritime,Ammospiza maritima,SESP,1
Towhees and Sparrows (Passerellidae),Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,NESP,1
Towhees and Sparrows (Passerellidae),Saltmarsh Sparrow,Bruant à queue aiguë,Ammospiza caudacuta,SALS,1
Towhees and Sparrows (Passerellidae),Baird's Sparrow,Bruant de Baird,Centronyx bairdii,BAIS,2
Towhees and Sparrows (Passerellidae),Henslow's Sparrow,Bruant de Henslow,Centronyx henslowii,HESP,2
Towhees and Sparrows (Passerellidae),Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,SAVS,1
Towhees and Sparrows (Passerellidae),Song Sparrow,Bruant chanteur,Melospiza melodia,SOSP,1
Towhees and Sparrows (Passerellidae),Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,LISP,1
Towhees and Sparrows (Passerellidae),Swamp Sparrow,Bruant des marais,Melospiza georgiana,SWSP,1
Towhees and Sparrows (Passerellidae),Canyon Towhee,Tohi des canyons,Melozone fusca,CANT,1
Towhees and Sparrows (Passerellidae),Abert's Towhee,Tohi d'Abert,Melozone aberti,ABTO,1
Towhees and Sparrows (Passerellidae),California Towhee,Tohi de Californie,Melozone crissalis,CALT,1
Towhees and Sparrows (Passerellidae),Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,RCSP,1
Towhees and Sparrows (Passerellidae),Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,GTTO,1
Towhees and Sparrows (Passerellidae),Spotted Towhee,Tohi tacheté,Pipilo maculatus,SPTO,1
Towhees and Sparrows (Passerellidae),Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,EATO,1
Spindalises (Spindalidae),Western Spindalis,Zéna à tête rayée,Spindalis zena,WESP,3
Yellow-breasted Chats (Icteriidae),Yellow-breasted Chat,Ictérie polyglotte,Icteria virens,YBCH,1
Blackbirds (Icteridae),Yellow-headed Blackbird,Carouge à tête jaune,Xanthocephalus xanthocephalus,YHBL,1
Blackbirds (Icteridae),Bobolink,Goglu des prés,Dolichonyx oryzivorus,BOBO,1
Blackbirds (Icteridae),Chihuahuan Meadowlark,Sturnelle de Chihuahua,Sturnella lilianae,CHME,1
Blackbirds (Icteridae),Eastern Meadowlark,Sturnelle des prés,Sturnella magna,EAME,1
Blackbirds (Icteridae),Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,WEME,1
Blackbirds (Icteridae),Black-vented Oriole,Oriole cul-noir,Icterus wagleri,BVOR,4
Blackbirds (Icteridae),Orchard Oriole,Oriole des vergers,Icterus spurius,OROR,1
Blackbirds (Icteridae),Hooded Oriole,Oriole masqué,Icterus cucullatus,HOOR,1
Blackbirds (Icteridae),Streak-backed Oriole,Oriole à dos rayé,Icterus pustulatus,SBAO,4
Blackbirds (Icteridae),Bullock's Oriole,Oriole de Bullock,Icterus bullockii,BUOR,1
Blackbirds (Icteridae),Spot-breasted Oriole,Oriole maculé,Icterus pectoralis,SBOR,2
Blackbirds (Icteridae),Altamira Oriole,Oriole à gros bec,Icterus gularis,ALOR,2
Blackbirds (Icteridae),Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,AUOR,2
Blackbirds (Icteridae),Baltimore Oriole,Oriole de Baltimore,Icterus galbula,BAOR,1
Blackbirds (Icteridae),Black-backed Oriole,Oriole d'Abeillé,Icterus abeillei,BBOR,5
Blackbirds (Icteridae),Scott's Oriole,Oriole jaune-verdâtre,Icterus parisorum,SCOR,1
Blackbirds (Icteridae),Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,RWBL,1
Blackbirds (Icteridae),Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,TRBL,2
Blackbirds (Icteridae),Tawny-shouldered Blackbird,Petit Carouge,Agelaius humeralis,TSBL,5
Blackbirds (Icteridae),Shiny Cowbird,Vacher luisant,Molothrus bonariensis,SHCO,3
Blackbirds (Icteridae),Bronzed Cowbird,Vacher bronzé,Molothrus aeneus,BROC,1
Blackbirds (Icteridae),Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,BHCO,1
Blackbirds (Icteridae),Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,RUBL,1
Blackbirds (Icteridae),Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,BRBL,1
Blackbirds (Icteridae),Common Grackle,Quiscale bronzé,Quiscalus quiscula,COGR,1
Blackbirds (Icteridae),Boat-tailed Grackle,Quiscale des marais,Quiscalus major,BTGR,1
Blackbirds (Icteridae),Great-tailed Grackle,Quiscale à longue queue,Quiscalus mexicanus,GTGR,1
Wood-Warblers (Parulidae),Ovenbird,Paruline couronnée,Seiurus aurocapilla,OVEN,1
Wood-Warblers (Parulidae),Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,WEWA,1
Wood-Warblers (Parulidae),Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,LOWA,1
Wood-Warblers (Parulidae),Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,NOWA,1
Wood-Warblers (Parulidae),Bachman's Warbler,Paruline de Bachman,Vermivora bachmanii,BAWA,6
Wood-Warblers (Parulidae),Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,GWWA,2
Wood-Warblers (Parulidae),Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,BWWA,1
Wood-Warblers (Parulidae),Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,BAWW,1
Wood-Warblers (Parulidae),Prothonotary Warbler,Paruline orangée,Protonotaria citrea,PROW,1
Wood-Warblers (Parulidae),Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,SWWA,2
Wood-Warblers (Parulidae),Crescent-chested Warbler,Paruline à croissant,Oreothlypis superciliosa,CCWA,4
Wood-Warblers (Parulidae),Tennessee Warbler,Paruline obscure,Leiothlypis peregrina,TEWA,1
Wood-Warblers (Parulidae),Orange-crowned Warbler,Paruline verdâtre,Leiothlypis celata,OCWA,1
Wood-Warblers (Parulidae),Colima Warbler,Paruline de Colima,Leiothlypis crissalis,COLW,2
Wood-Warblers (Parulidae),Lucy's Warbler,Paruline de Lucy,Leiothlypis luciae,LUWA,1
Wood-Warblers (Parulidae),Nashville Warbler,Paruline à joues grises,Leiothlypis ruficapilla,NAWA,1
Wood-Warblers (Parulidae),Virginia's Warbler,Paruline de Virginia,Leiothlypis virginiae,VIWA,1
Wood-Warblers (Parulidae),Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,CONW,2
Wood-Warblers (Parulidae),Gray-crowned Yellowthroat,Paruline à calotte grise,Geothlypis poliocephala,GCYE,4
Wood-Warblers (Parulidae),MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,MGWA,1
Wood-Warblers (Parulidae),Mourning Warbler,Paruline triste,Geothlypis philadelphia,MOWA,1
Wood-Warblers (Parulidae),Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,KEWA,1
Wood-Warblers (Parulidae),Common Yellowthroat,Paruline masquée,Geothlypis trichas,COYE,1
Wood-Warblers (Parulidae),Hooded Warbler,Paruline à capuchon,Setophaga citrina,HOWA,1
Wood-Warblers (Parulidae),American Redstart,Paruline flamboyante,Setophaga ruticilla,AMRE,1
Wood-Warblers (Parulidae),Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,KIWA,2
Wood-Warblers (Parulidae),Cape May Warbler,Paruline tigrée,Setophaga tigrina,CMWA,1
Wood-Warblers (Parulidae),Cerulean Warbler,Paruline azurée,Setophaga cerulea,CERW,2
Wood-Warblers (Parulidae),Northern Parula,Paruline à collier,Setophaga americana,NOPA,1
Wood-Warblers (Parulidae),Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,TRPA,3
Wood-Warblers (Parulidae),Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,MAWA,1
Wood-Warblers (Parulidae),Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,BBWA,1
Wood-Warblers (Parulidae),Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,BLBW,1
Wood-Warblers (Parulidae),Yellow Warbler,Paruline jaune,Setophaga petechia,YEWA,1
Wood-Warblers (Parulidae),Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,CSWA,1
Wood-Warblers (Parulidae),Blackpoll Warbler,Paruline rayée,Setophaga striata,BLPW,1
Wood-Warblers (Parulidae),Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,BTBW,1
Wood-Warblers (Parulidae),Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,PAWA,1
Wood-Warblers (Parulidae),Pine Warbler,Paruline des pins,Setophaga pinus,PIWA,1
Wood-Warblers (Parulidae),Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,YRWA,1
Wood-Warblers (Parulidae),Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,YTWA,1
Wood-Warblers (Parulidae),Prairie Warbler,Paruline des prés,Setophaga discolor,PRAW,1
Wood-Warblers (Parulidae),Grace's Warbler,Paruline de Grace,Setophaga graciae,GRWA,1
Wood-Warblers (Parulidae),Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,BTYW,1
Wood-Warblers (Parulidae),Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,TOWA,1
Wood-Warblers (Parulidae),Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,HEWA,1
Wood-Warblers (Parulidae),Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,GCWA,2
Wood-Warblers (Parulidae),Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,BTNW,1
Wood-Warblers (Parulidae),Fan-tailed Warbler,Paruline des rochers,Basileuterus lachrymosus,FTWA,4
Wood-Warblers (Parulidae),Rufous-capped Warbler,Paruline à calotte rousse,Basileuterus rufifrons,RCWA,3
Wood-Warblers (Parulidae),Golden-crowned Warbler,Paruline à couronne dorée,Basileuterus culicivorus,GCRW,4
Wood-Warblers (Parulidae),Canada Warbler,Paruline du Canada,Cardellina canadensis,CAWA,1
Wood-Warblers (Parulidae),Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,WIWA,1
Wood-Warblers (Parulidae),Red-faced Warbler,Paruline à face rouge,Cardellina rubrifrons,RFWA,2
Wood-Warblers (Parulidae),Painted Redstart,Paruline à ailes blanches,Myioborus pictus,PARE,2
Wood-Warblers (Parulidae),Slate-throated Redstart,Paruline ardoisée,Myioborus miniatus,STRE,4
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Hepatic Tanager,Piranga orangé,Piranga flava,HETA,2
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Summer Tanager,Piranga vermillon,Piranga rubra,SUTA,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Scarlet Tanager,Piranga écarlate,Piranga olivacea,SCTA,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Western Tanager,Piranga à tête rouge,Piranga ludoviciana,WETA,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Flame-colored Tanager,Piranga à dos rayé,Piranga bidentata,FCTA,3
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Crimson-collared Grosbeak,Cardinal à collier,Rhodothraupis celaeno,CCGR,4
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,NOCA,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,PYRR,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Yellow Grosbeak,Cardinal jaune,Pheucticus chrysopeplus,YEGR,4
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Rose-breasted Grosbeak,Cardinal à poitrine rose,Pheucticus ludovicianus,RBGR,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Black-headed Grosbeak,Cardinal à tête noire,Pheucticus melanocephalus,BHGR,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Blue Bunting,Évêque paré,Cyanocompsa parellina,BLBU,4
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Blue Grosbeak,Guiraca bleu,Passerina caerulea,BLGR,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Lazuli Bunting,Passerin azuré,Passerina amoena,LAZB,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Indigo Bunting,Passerin indigo,Passerina cyanea,INBU,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Varied Bunting,Passerin varié,Passerina versicolor,VABU,2
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Painted Bunting,Passerin nonpareil,Passerina ciris,PABU,1
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",Dickcissel,Dickcissel d'Amérique,Spiza americana,DICK,1
Tanagers and Allies (Thraupidae),Red-crested Cardinal,Paroare huppé,Paroaria coronata,RCCA,2
Tanagers and Allies (Thraupidae),Yellow-billed Cardinal,Paroare à bec jaune,Paroaria capitata,YBCA,2
Tanagers and Allies (Thraupidae),Saffron Finch,Sicale bouton-d'or,Sicalis flaveola,SAFI,2
Tanagers and Allies (Thraupidae),Red-legged Honeycreeper,Guit-guit saï,Cyanerpes cyaneus,RLHO,5
Tanagers and Allies (Thraupidae),Bananaquit,Sucrier à ventre jaune,Coereba flaveola,BANA,4
Tanagers and Allies (Thraupidae),Yellow-faced Grassquit,Sporophile grand-chanteur,Tiaris olivaceus,YFGR,3
Tanagers and Allies (Thraupidae),Black-faced Grassquit,Cici verdinère,Melanospiza bicolor,BFGR,4
Tanagers and Allies (Thraupidae),Morelet's Seedeater,Sporophile de Morelet,Sporophila morelleti,MOSE,3
